"","CASE_CODE_TYPE","CASE_CODE","CASE_CODE_TITLE","Hierarchy_level","Sort_sequence"
"1443","Source",1320,"Fluorine compounds, unspecified",4,73
"1444","Source",1321,"Fluorine",4,74
"1445","Source",1322,"Fluorotrichloromethane",4,75
"1446","Source",1329,"Fluorine compounds, n.e.c.",4,76
"1447","Source",139,"Halogens and halogen compounds, n.e.c.",3,77
"1448","Source",14,"Metallic particulates, trace elements, dusts, powders, fumes",2,78
"1449","Source",140,"Metallic particulates, trace elements, dusts, powders, fumes,  unspecified",3,79
"1450","Source",141,"Arsenic and compounds",3,80
"1451","Source",142,"Beryllium and compounds",3,81
"1452","Source",143,"Cadmium and compounds",3,82
"1453","Source",144,"Lead and compounds",3,83
"1454","Source",145,"Mercury and compounds",3,84
"1455","Source",146,"Other metallics and compounds",3,85
"1456","Source",1460,"Other metallics and compounds, unspecified",4,86
"1457","Source",1461,"Aluminum and compounds",4,87
"1458","Source",1462,"Antimony and compounds",4,88
"1459","Source",1463,"Chromium and compounds",4,89
"1460","Source",1464,"Manganese and compounds",4,90
"1461","Source",1465,"Cobalt and compounds",4,91
"1462","Source",1469,"Metallics and compounds, n.e.c.",4,92
"1463","Source",147,"Welding or soldering fumes, unspecified or n.e.c.",3,93
"1464","Source",148,"Multiple metallics and metallic compounds",3,94
"1465","Source",149,"Metallic particulates, trace elements, dusts, powders, fumes, n.e.c.",3,95
"1466","Source",15,"Pesticides and other agricultural chemicals",2,96
"1467","Source",150,"Pesticides and other agricultural chemicals, unspecified",3,97
"1468","Source",151,"Fertilizers, plant food, n.e.c.",3,98
"1469","Source",152,"Fumigants, n.e.c.",3,99
"1470","Source",153,"Fungicides",3,100
"1471","Source",154,"Herbicides",3,101
"1472","Source",155,"Insecticides",3,102
"1473","Source",156,"Rodenticides",3,103
"1474","Source",158,"Multiple agricultural chemicals",3,104
"1475","Source",159,"Pesticides and other agricultural chemicals, n.e.c.",3,105
"1476","Source",16,"Coal, natural gas, petroleum fuels and products",2,106
"1477","Source",160,"Coal, natural gas, petroleum fuels and products, unspecified",3,107
"1478","Source",161,"Coal, coal dust",3,108
"1479","Source",162,"Natural gas",3,109
"1480","Source",163,"Petroleum, crude oil",3,110
"1481","Source",164,"Petroleum fuels, distillates, and products, n.e.c.",3,111
"1482","Source",1640,"Petroleum fuels, distillates, and products, unspecified",4,112
"1483","Source",1641,"Gasoline, diesel fuel, jet fuel",4,113
"1484","Source",1642,"Lubricating greases, cutting oils",4,114
"1485","Source",1643,"Propane",4,115
"1486","Source",1644,"Paving asphalt, asphaltic cement",4,116
"1487","Source",1649,"Petroleum fuels, distillates, and products, n.e.c.",4,117
"1488","Source",169,"Coal, natural gas, petroleum fuels and products, n.e.c.",3,118
"1489","Source",17,"Other chemicals",2,119
"1490","Source",170,"Other chemicals, unspecified",3,120
"1491","Source",171,"Ammonia and ammonium compounds",3,121
"1492","Source",1710,"Ammonia and ammonium compounds, unspecified",4,122
"1493","Source",1711,"Ammonia, anhydrous ammonia",4,123
"1494","Source",1712,"Ammonium sulfate",4,124
"1495","Source",1718,"Multiple ammonia and ammonium compounds",4,125
"1496","Source",1719,"Ammonia and ammonium compounds, n.e.c.",4,126
"1497","Source",172,"Cryogenic gases",3,127
"1498","Source",173,"Cyanide and cyanide compounds",3,128
"1499","Source",1730,"Cyanide and cyanide compounds, unspecified",4,129
"1500","Source",1731,"Hydrogen cyanide",4,130
"1501","Source",1739,"Cyanide and cyanide compounds, n.e.c.",4,131
"1502","Source",174,"Oxygen and oxygen compounds",3,132
"1503","Source",1740,"Oxygen and oxygen compounds, unspecified",4,133
"1504","Source",1741,"Carbon monoxide",4,134
"1505","Source",1742,"Carbon dioxide, dry ice",4,135
"1506","Source",1743,"Nitrogen oxides",4,136
"1507","Source",1744,"Osmium tetroxide",4,137
"1508","Source",1748,"Multiple oxygen and oxygen compounds",4,138
"1509","Source",1749,"Oxygen and oxygen compounds, n.e.c.",4,139
"1510","Source",175,"Plastics, resins",3,140
"1511","Source",1750,"Plastics, resins, unspecified",4,141
"1512","Source",1751,"Cyanates, urethanes",4,142
"1513","Source",1752,"Resins",4,143
"1514","Source",1759,"Plastics, resins, n.e.c.",4,144
"1515","Source",176,"Sewer, mine, and similar gases",3,145
"1516","Source",1760,"Sewer, mine, and similar gases, unspecified",4,146
"1517","Source",1761,"Methane gas",4,147
"1518","Source",1762,"Mine gas",4,148
"1519","Source",1763,"Sewer gas",4,149
"1520","Source",1764,"Manure gas",4,150
"1521","Source",1769,"Sewer, mine, and similar gases, n.e.c.",4,151
"1522","Source",177,"Sulfur and sulfur compounds",3,152
"1523","Source",1770,"Sulfur and sulfur compounds, unspecified",4,153
"1524","Source",1771,"Hydrogen sulfide",4,154
"1525","Source",1772,"Carbon bisulfide",4,155
"1526","Source",1773,"Sulfur dioxide",4,156
"1527","Source",1778,"Multiple sulfur and sulfur compounds",4,157
"1528","Source",1779,"Sulfur and sulfur compounds, n.e.c",4,158
"1529","Source",178,"Multiple chemicals or chemical mixtures, n.e.c.",3,159
"1530","Source",179,"Other chemicals, n.e.c.",3,160
"1531","Source",1791,"Nitrogen",4,161
"1532","Source",1792,"Helium",4,162
"1533","Source",1793,"Hydrogen ",4,163
"1534","Source",1794,"Phosphine, phosphane",4,164
"1535","Source",1799,"Chemicals, n.e.c.",4,165
"1536","Source",18,"Chemical products--general",2,166
"1537","Source",180,"Chemical products, unspecified",3,167
"1538","Source",181,"Adhesives, glues, n.e.c.",3,168
"1539","Source",182,"Beauty preparations, cosmetics",3,169
"1540","Source",183,"Cleaning and polishing agents, disinfectants",3,170
"1541","Source",1830,"Cleaning and polishing agents, unspecified",4,171
"1542","Source",1831,"Bleach--nonchlorine, nonperoxide",4,172
"1543","Source",1832,"Disinfectants",4,173
"1544","Source",1833,"Drain and oven cleaners",4,174
"1545","Source",1834,"Soap products",4,175
"1546","Source",1835,"Synthetic detergents and shampoos",4,176
"1547","Source",1838,"Multiple cleaning and polishing agents",4,177
"1548","Source",1839,"Cleaning and polishing agents, n.e.c.",4,178
"1549","Source",184,"Drugs, alcohol, and medicines",3,179
"1550","Source",1840,"Drugs, alcohol, and medicines, unspecified",4,180
"1551","Source",1841,"Alcoholic beverages",4,181
"1552","Source",1842,"Drugs--nonmedicinal",4,182
"1553","Source",1843,"Medicines, except vaccines",4,183
"1554","Source",1844,"Vaccines",4,184
"1555","Source",1848,"Multiple drugs, alcohol, and medicines",4,185
"1556","Source",1849,"Drugs, alcohol, and medicines, n.e.c.",4,186
"1557","Source",185,"Explosives, blasting agents",3,187
"1558","Source",1850,"Explosives, blasting agents, unspecified",4,188
"1559","Source",1851,"Dynamite",4,189
"1560","Source",1852,"Flammable gas, unspecified",4,190
"1561","Source",1853,"Gunpowder",4,191
"1562","Source",1854,"Pyrotechnics, fireworks",4,192
"1563","Source",1859,"Explosives, blasting agents, n.e.c.",4,193
"1564","Source",186,"Paint, lacquer, shellac, varnish",3,194
"1565","Source",1860,"Paint, lacquer, shellac, varnish, unspecified",4,195
"1566","Source",1861,"Lacquer, shellac, varnish",4,196
"1567","Source",1862,"Paint",4,197
"1568","Source",1868,"Multiple paint, lacquer, shellac, or varnishes",4,198
"1569","Source",1869,"Paint, lacquer, shellac, varnish, n.e.c.",4,199
"1570","Source",187,"Solvents, degreasers",3,200
"1571","Source",1870,"Solvents, degreasers, unspecified",4,201
"1572","Source",1871,"Naphtha solvents",4,202
"1573","Source",1872,"Paint removers, thinners",4,203
"1574","Source",1873,"2-Butoxyethanol",4,204
"1575","Source",1878,"Multiple solvents, degreasers",4,205
"1576","Source",1879,"Solvents, degreasers, n.e.c.",4,206
"1577","Source",189,"Other chemical products--general",3,207
"1578","Source",1891,"Dyes, inks",4,208
"1579","Source",1892,"Photographic and copying solutions",4,209
"1580","Source",1893,"Food colorings and flavorings",4,210
"1581","Source",1899,"Chemical products, n.e.c.",4,211
"1582","Source",19,"Chemicals and chemical products, n.e.c.",2,212
"1583","Source",2,"CONTAINERS, FURNITURE AND FIXTURES ",1,213
"1584","Source",20,"Containers, furniture, and fixtures, unspecified",2,214
"1585","Source",21,"Containers",2,215
"1586","Source",210,"Containers, unspecified",3,216
"1587","Source",211,"Containers--nonpressurized",3,217
"1588","Source",2110,"Containers--nonpressurized, unspecified",4,218
"1589","Source",2111,"Bags, sacks",4,219
"1590","Source",2112,"Barrels, drums--except pressurized ",4,220
"1591","Source",2113,"Bottles, jugs, flasks",4,221
"1592","Source",2114,"Boxes, crates, cartons",4,222
"1593","Source",2115,"Buckets, baskets, pails",4,223
"1594","Source",2116,"Cans",4,224
"1595","Source",2117,"Pots, pans, trays",4,225
"1596","Source",2118,"Tanks, bins, vats--nonconfined space",4,226
"1597","Source",2119,"Containers--nonpressurized, n.e.c.",4,227
"1598","Source",212,"Containers--pressurized",3,228
"1599","Source",2120,"Containers--pressurized, unspecified",4,229
"1600","Source",2121,"Boilers",4,230
"1601","Source",2122,"Hoses",4,231
"1602","Source",2123,"Oxygen tanks and cylinders",4,232
"1603","Source",2124,"Pressure lines, except hoses",4,233
"1604","Source",2125,"Propane tanks and cylinders",4,234
"1605","Source",2126,"Beer and soda kegs ",4,235
"1606","Source",2127,"Fire extinguishers ",4,236
"1607","Source",2129,"Containers--pressurized, n.e.c.",4,237
"1608","Source",213,"Containers--variable restraint",3,238
"1609","Source",2130,"Containers--variable restraint, unspecified",4,239
"1610","Source",2131,"Bundles, bales",4,240
"1611","Source",2132,"Packages, parcels",4,241
"1612","Source",2133,"Reels, rolls, spools, coils, cones",4,242
"1613","Source",2139,"Containers--variable restraint, n.e.c.",4,243
"1614","Source",214,"Dishes, drinking cups, beverage glasses",3,244
"1615","Source",2140,"Dishes, drinking cups, beverage glasses, unspecified",4,245
"1616","Source",2141,"Dishes, bowls",4,246
"1617","Source",2142,"Glasses--beverage, drinking cups",4,247
"1618","Source",2149,"Dishes, drinking cups, beverage glasses, n.e.c.",4,248
"1619","Source",215,"Luggage, handbags",3,249
"1620","Source",2150,"Luggage, handbags, unspecified",4,250
"1621","Source",2151,"Briefcases",4,251
"1622","Source",2152,"Handbags, pocketbooks, wallets, tote bags",4,252
"1623","Source",2153,"Suitcases, baggage, luggage",4,253
"1624","Source",2154,"Computer and laptop cases ",4,254
"1625","Source",2155,"Backpacks ",4,255
"1626","Source",2156,"Mail bags and satchels--shoulder",4,256
"1627","Source",2157,"Tool belts",4,257
"1628","Source",2158,"Multiple luggage and handbags",4,258
"1629","Source",2159,"Luggage, handbags, n.e.c.",4,259
"1630","Source",216,"Skids, pallets",3,260
"1631","Source",218,"Multiple types of containers",3,261
"1632","Source",219,"Containers, n.e.c.",3,262
"1633","Source",22,"Furniture and fixtures",2,263
"1634","Source",220,"Furniture and fixtures, unspecified",3,264
"1635","Source",221,"Cases, cabinets, racks, shelves",3,265
"1636","Source",2210,"Cases, cabinets, racks, shelves, unspecified",4,266
"1637","Source",2211,"Bookcases",4,267
"1638","Source",2212,"Cabinets, cases--display, storage",4,268
"1639","Source",2213,"Counters, counter tops",4,269
"1640","Source",2214,"Racks--garment and other ",4,270
"1641","Source",2215,"Lockers",4,271
"1642","Source",2216,"Partitions",4,272
"1643","Source",2217,"Shelves, shelving",4,273
"1644","Source",2218,"Cages, cage racks",4,274
"1645","Source",2219,"Cases, cabinets, racks, shelves, n.e.c.",4,275
"1646","Source",222,"Floor, wall, and window coverings",3,276
"1647","Source",2220,"Floor, wall, and window coverings, unspecified",4,277
"1648","Source",2221,"Floor coverings-- nonstructural",4,278
"1649","Source",2222,"Wall coverings",4,279
"1650","Source",2223,"Window coverings, blinds, shades, draperies",4,280
"1651","Source",2229,"Floor, wall, and window coverings, n.e.c.",4,281
"1652","Source",223,"Furniture",3,282
"1653","Source",2230,"Furniture, unspecified",4,283
"1654","Source",2231,"Beds, mattresses",4,284
"1655","Source",2232,"Benches, workbenches, saw horses",4,285
"1656","Source",2233,"Chairs",4,286
"1657","Source",2234,"Desks",4,287
"1658","Source",2235,"Sofas",4,288
"1659","Source",2236,"Tables, worktables",4,289
"1660","Source",2237,"Dressers, armoires ",4,290
"1661","Source",2238,"Multiple types of furniture ",4,291
"1662","Source",2239,"Furniture, n.e.c.",4,292
"1663","Source",224,"Lighting fixtures and equipment",3,293
"1664","Source",2240,"Lighting equipment, unspecified",4,294
"1665","Source",2241,"Lamps, light fixtures",4,295
"1666","Source",2242,"Light bulbs",4,296
"1667","Source",2249,"Lighting equipment, n.e.c.",4,297
"1668","Source",225,"Plumbing fixtures",3,298
"1669","Source",2250,"Plumbing fixtures, unspecified",4,299
"1670","Source",2251,"Bathtubs, hot tubs, showers",4,300
"1671","Source",2252,"Sinks",4,301
"1672","Source",2253,"Toilets, urinals",4,302
"1673","Source",2259,"Plumbing fixtures, n.e.c.",4,303
"1674","Source",226,"Blackboards, bulletin boards, mirrors",3,304
"1675","Source",2260,"Blackboards, bulletin boards, mirrors, unspecified",4,305
"1676","Source",2261,"Blackboards, bulletin boards, mirrors--wall-mounted",4,306
"1677","Source",2262,"Blackboards, bulletin boards, mirrors--stand-alone",4,307
"1678","Source",229,"Furniture and fixtures, n.e.c.",3,308
"1679","Source",29,"Containers, furniture, and fixtures, n.e.c.",2,309
"1680","Source",3,"MACHINERY",1,310
"1681","Source",30,"Machinery, unspecified",2,311
"1682","Source",31,"Agricultural and garden machinery",2,312
"1683","Source",310,"Agricultural and garden machinery, unspecified",3,313
"1684","Source",311,"Harvesting and threshing machinery",3,314
"1685","Source",3110,"Harvesting and threshing machinery, unspecified",4,315
"1686","Source",3111,"Balers--agricultural",4,316
"1687","Source",3112,"Combines",4,317
"1688","Source",3113,"Harvesters, reapers",4,318
"1689","Source",3114,"Threshers",4,319
"1690","Source",3119,"Harvesting and threshing machinery, n.e.c.",4,320
"1691","Source",312,"Mowing machinery",3,321
"1692","Source",3120,"Mowing machinery, unspecified",4,322
"1693","Source",3121,"Lawn mowers--nonriding, powered",4,323
"1694","Source",3122,"Lawn mowers--riding",4,324
"1695","Source",3123,"Brush hogs--tractor",4,325
"1696","Source",3124,"Sickle bars--tractor",4,326
"1697","Source",3125,"Mower--tractor, n.e.c.",4,327
"1698","Source",3129,"Mowing machinery, n.e.c.",4,328
"1699","Source",313,"Plowing, planting, and fertilizing machinery",3,329
"1700","Source",3130,"Plowing, planting, and fertilizing machinery, unspecified",4,330
"1701","Source",3131,"Plowing and cultivating machinery",4,331
"1702","Source",3132,"Seed planting machinery",4,332
"1703","Source",3133,"Spreading machinery--agricultural",4,333
"1704","Source",3139,"Plowing, planting, and fertilizing machinery, n.e.c.",4,334
"1705","Source",319,"Other agricultural and garden machinery",3,335
"1706","Source",3190,"Other agricultural and garden machinery, unspecified",4,336
"1707","Source",3191,"Feed grinders, crushers, mixers--agricultural",4,337
"1708","Source",3192,"Spraying and dusting machinery--agricultural",4,338
"1709","Source",3193,"Irrigation machinery ",4,339
"1710","Source",3199,"Agricultural and garden machinery, n.e.c.",4,340
"1711","Source",32,"Construction, logging, and mining machinery",2,341
"1712","Source",320,"Construction, logging, and mining machinery, unspecified",3,342
"1713","Source",321,"Excavating machinery",3,343
"1714","Source",3210,"Excavating machinery, unspecified",4,344
"1715","Source",3211,"Backhoes, trackhoes",4,345
"1716","Source",3212,"Bulldozers",4,346
"1717","Source",3213,"Front and power shovels",4,347
"1718","Source",3214,"Mini excavators",4,348
"1719","Source",3215,"Trenchers",4,349
"1720","Source",3219,"Excavating machinery, n.e.c.",4,350
"1721","Source",322,"Loaders",3,351
"1722","Source",3220,"Loaders, unspecified",4,352
"1723","Source",3221,"Bucket, front-end, end, and pay loaders",4,353
"1724","Source",3222,"Skid steer loaders, mini loaders",4,354
"1725","Source",3229,"Loaders, n.e.c.",4,355
"1726","Source",323,"Logging and wood processing machinery--specialized",3,356
"1727","Source",3230,"Logging and wood processing machinery--specialized, unspecified",4,357
"1728","Source",3231,"Mechanical harvesters--logging",4,358
"1729","Source",3232,"Forwarding and yarding machinery, except feller-forwarders",4,359
"1730","Source",3233,"Skidders--cable and grapple",4,360
"1731","Source",3234,"Chippers",4,361
"1732","Source",3235,"Log processing machinery",4,362
"1733","Source",3236,"Combination log processing machinery",4,363
"1734","Source",3237,"Log loaders",4,364
"1735","Source",3239,"Logging and wood processing machinery--specialized, n.e.c.",4,365
"1736","Source",324,"Mining and drilling machinery",3,366
"1737","Source",3240,"Mining and drilling machinery, unspecified",4,367
"1738","Source",3241,"Drilling machines, drilling augers",4,368
"1739","Source",3242,"Mineral sorters, separators, concentrators",4,369
"1740","Source",3243,"Tunneling machines",4,370
"1741","Source",3244,"Oil drilling rigs and machinery",4,371
"1742","Source",3249,"Mining and drilling machinery, n.e.c.",4,372
"1743","Source",325,"Road grading and surfacing machinery",3,373
"1744","Source",3250,"Road grading and surfacing machinery, unspecified",4,374
"1745","Source",3251,"Asphalt and concrete spreaders",4,375
"1746","Source",3252,"Asphalt and concrete paving machines, pavers",4,376
"1747","Source",3253,"Rollers, compactors--construction",4,377
"1748","Source",3254,"Graders, scrapers--construction",4,378
"1749","Source",3255,"Milling machines, cold planers, and road profilers",4,379
"1750","Source",3256,"Road recyclers, road reclaimers",4,380
"1751","Source",3257,"Material transfer machines",4,381
"1752","Source",3258,"Road linemarking and striping machinery",4,382
"1753","Source",3259,"Road grading and surfacing machinery, n.e.c.",4,383
"1754","Source",329,"Other construction, logging, and mining machinery",3,384
"1755","Source",3290,"Other construction, logging, and mining machinery, unspecified",4,385
"1756","Source",3291,"Agitators, mixers--earth, mineral",4,386
"1757","Source",3292,"Compactors, crushers, pulverizers--earth, mineral",4,387
"1758","Source",3293,"Pile drivers, tamping machinery",4,388
"1759","Source",3299,"Construction, logging, and mining machinery, n.e.c.",4,389
"1760","Source",33,"Heating, cooling, and cleaning machinery and appliances",2,390
"1761","Source",330,"Heating, cooling, and cleaning machinery and appliances, unspecified",3,391
"1762","Source",331,"Cooling and humidifying machinery and appliances",3,392
"1763","Source",3310,"Cooling and humidifying machinery and appliances, unspecified",4,393
"1764","Source",3311,"Air conditioning units",4,394
"1765","Source",3312,"Fans, blowers--wall, floor, ceiling, ventilation",4,395
"1766","Source",3313,"Humidifiers, dehumidifiers, vaporizers",4,396
"1767","Source",3314,"Refrigerators, freezers, ice makers",4,397
"1768","Source",3319,"Cooling and humidifying machinery and appliances, n.e.c.",4,398
"1769","Source",332,"Heating and cooking machinery and appliances",3,399
"1770","Source",3320,"Heating and cooking machinery and appliances, unspecified",4,400
"1771","Source",3321,"Beverage heating and percolating equipment and  appliances",4,401
"1772","Source",3322,"Broiling and frying equipment and appliances",4,402
"1773","Source",3323,"Fabric pressers and ironing appliances",4,403
"1774","Source",3324,"Furnaces, heaters",4,404
"1775","Source",3325,"Kilns",4,405
"1776","Source",3326,"Ranges, cooking ovens, grills, toasters, food warmers",4,406
"1777","Source",3327,"Steaming equipment and appliances",4,407
"1778","Source",3329,"Heating and cooking machinery and appliances, n.e.c.",4,408
"1779","Source",333,"Washers, dryers, and cleaning machinery and appliances",3,409
"1780","Source",3330,"Washers, dryers, and cleaning machinery and appliances, unspecified",4,410
"1781","Source",3331,"Car or vehicle washing machinery",4,411
"1782","Source",3332,"Clothes dryers",4,412
"1783","Source",3333,"Clothes washers",4,413
"1784","Source",3334,"Dishwashers",4,414
"1785","Source",3335,"Hair and hand dryers",4,415
"1786","Source",3336,"Vacuum cleaners",4,416
"1787","Source",3339,"Washers, dryers, and cleaning machinery and appliances, n.e.c.",4,417
"1788","Source",339,"Heating, cooling, and cleaning machinery and appliances, n.e.c.",3,418
"1789","Source",34,"Material and personnel handling machinery",2,419
"1790","Source",340,"Material and personnel handling machinery, unspecified",3,420
"1791","Source",341,"Conveyors--gravity and nonpowered",3,421
"1792","Source",3410,"Conveyors--gravity and nonpowered, unspecified",4,422
"1793","Source",3411,"Chutes",4,423
"1794","Source",3412,"Conveyors--roller",4,424
"1795","Source",3413,"Conveyors--wheel",4,425
"1796","Source",3419,"Conveyors--gravity and nonpowered, n.e.c.",4,426
"1797","Source",342,"Conveyors--powered",3,427
"1798","Source",3420,"Conveyors--powered, unspecified",4,428
"1799","Source",3421,"Conveyors--belt",4,429
"1800","Source",3422,"Conveyors--bucket, cup",4,430
"1801","Source",3423,"Conveyors--chain",4,431
"1802","Source",3424,"Conveyors--live roller",4,432
"1803","Source",3425,"Conveyors--pan",4,433
"1804","Source",3426,"Conveyors--pneumatic",4,434
"1805","Source",3427,"Conveyors--screw, auger",4,435
"1806","Source",3428,"Conveyors--slot",4,436
"1807","Source",3429,"Conveyors--powered, n.e.c.",4,437
"1808","Source",343,"Cranes",3,438
"1809","Source",3430,"Cranes, unspecified",4,439
"1810","Source",3431,"Cranes--truck-mounted",4,440
"1811","Source",3432,"Cranes--rail-mounted",4,441
"1812","Source",3433,"Cranes--floating, barge mounted",4,442
"1813","Source",3434,"Cranes--other mobile cranes",4,443
"1814","Source",3435,"Cranes--tower, self-erecting, portal, pillar, hammerhead",4,444
"1815","Source",3436,"Cranes--gantry, overhead, monorail, container",4,445
"1816","Source",3437,"Cranes--other fixed or stationary cranes",4,446
"1817","Source",3439,"Cranes, n.e.c.",4,447
"1818","Source",344,"Overhead hoists",3,448
"1819","Source",3440,"Overhead hoists, unspecified",4,449
"1820","Source",3441,"Overhead hoists--electric powered",4,450
"1821","Source",3442,"Overhead hoists--manual",4,451
"1822","Source",3443,"Overhead hoists--pneumatic powered",4,452
"1823","Source",3449,"Overhead hoists, n.e.c.",4,453
"1824","Source",345,"Derricks and related equipment",3,454
"1825","Source",346,"Elevators, hoists, aerial lifts, personnel platforms--except truck-mounted",3,455
"1826","Source",3460,"Elevators, hoists, aerial lifts, personnel platforms--except truck-mounted, unspecified",4,456
"1827","Source",3461,"Dumbwaiters",4,457
"1828","Source",3462,"Elevators",4,458
"1829","Source",3463,"Manlifts",4,459
"1830","Source",3464,"Automobile lifts and hoists",4,460
"1831","Source",3465,"Material and personnel hoists",4,461
"1832","Source",3466,"Boat lifts",4,462
"1833","Source",3467,"Aerial lifts, scissor lifts--except truck-mounted",4,463
"1834","Source",3469,"Elevators, hoists, aerial lifts, personnel platforms--except truck-mounted, n.e.c.",4,464
"1835","Source",347,"Jacks",3,465
"1836","Source",348,"Ski lifts, nonrail amusement rides",3,466
"1837","Source",3480,"Ski lifts, nonrail amusement rides, unspecified",4,467
"1838","Source",3481,"Ski lifts, gondola rides",4,468
"1839","Source",3482,"Nonrail amusement rides",4,469
"1840","Source",3489,"Ski lifts, nonrail amusement rides, n.e.c.",4,470
"1841","Source",349,"Other material and personnel handling machinery",3,471
"1842","Source",3490,"Other material and personnel handling machinery, unspecified",4,472
"1843","Source",3491,"Winders, unwinders",4,473
"1844","Source",3492,"Banding, baling, strapping machinery",4,474
"1845","Source",3493,"Stacking machinery",4,475
"1846","Source",3499,"Material and personnel handling machinery, n.e.c.",4,476
"1847","Source",35,"Metal, woodworking, and special material machinery",2,477
"1848","Source",350,"Metal, woodworking, and special material machinery, unspecified",3,478
"1849","Source",351,"Bending, rolling, shaping machinery",3,479
"1850","Source",3510,"Bending, rolling, shaping machinery, unspecified",4,480
"1851","Source",3511,"Bending, crimping machines",4,481
"1852","Source",3512,"Shearing machines",4,482
"1853","Source",3513,"Rolling mills, rolling, calendering machinery",4,483
"1854","Source",3519,"Bending, rolling, shaping machinery, n.e.c.",4,484
"1855","Source",352,"Boring, drilling, planing, milling machinery",3,485
"1856","Source",3520,"Boring, drilling, planing, milling machinery, unspecified",4,486
"1857","Source",3521,"Drills--stationary",4,487
"1858","Source",3522,"Planing mills",4,488
"1859","Source",3523,"Milling machines",4,489
"1860","Source",3524,"Reaming machines",4,490
"1861","Source",3525,"Boring, routing, notching machines",4,491
"1862","Source",3529,"Boring, drilling, planing, milling machinery, n.e.c.",4,492
"1863","Source",353,"Extruding, injecting, forming, molding machinery",3,493
"1864","Source",3530,"Extruding, injecting, forming, molding machinery, unspecified",4,494
"1865","Source",3531,"Casting machinery",4,495
"1866","Source",3532,"Extruding machinery",4,496
"1867","Source",3533,"Forging machinery",4,497
"1868","Source",3534,"Plastic injection molding machinery",4,498
"1869","Source",3539,"Extruding, injecting, forming, molding machinery, n.e.c.",4,499
"1870","Source",354,"Grinding, polishing machinery",3,500
"1871","Source",3540,"Grinding, polishing machinery, unspecified",4,501
"1872","Source",3541,"Grinders, abraders",4,502
"1873","Source",3542,"Honing, polishing, lapping machinery",4,503
"1874","Source",3549,"Grinding, polishing machinery, n.e.c.",4,504
"1875","Source",355,"Lathes",3,505
"1876","Source",3550,"Lathes, unspecified",4,506
"1877","Source",3551,"Metalworking lathes",4,507
"1878","Source",3552,"Woodworking lathes",4,508
"1879","Source",3559,"Lathes, n.e.c.",4,509
"1880","Source",356,"Presses, except printing",3,510
"1881","Source",3560,"Presses, except printing, unspecified",4,511
"1882","Source",3561,"Assembly presses",4,512
"1883","Source",3562,"Brake presses",4,513
"1884","Source",3563,"Punch presses",4,514
"1885","Source",3569,"Presses, except printing, n.e.c.",4,515
"1886","Source",357,"Sawing machinery--stationary",3,516
"1887","Source",3570,"Sawing machinery--stationary, unspecified",4,517
"1888","Source",3571,"Arm saws, radial arm saws",4,518
"1889","Source",3572,"Band saws",4,519
"1890","Source",3573,"Table saws",4,520
"1891","Source",3579,"Sawing machinery--stationary, n.e.c.",4,521
"1892","Source",358,"Threading and tapping machines",3,522
"1893","Source",359,"Other metal, woodworking, and special material machinery",3,523
"1894","Source",3590,"Other metal, woodworking, and special material machinery, unspecified",4,524
"1895","Source",3591,"Electrochemical and discharge machinery (EDM)",4,525
"1896","Source",3592,"Laser cutting machinery",4,526
"1897","Source",3593,"Pressure fluid cutting machinery",4,527
"1898","Source",3594,"Welding machinery",4,528
"1899","Source",3599,"Metal, woodworking, and special material machinery, n.e.c.",4,529
"1900","Source",36,"Office and business machinery",2,530
"1901","Source",360,"Office and business machinery, unspecified",3,531
"1902","Source",361,"Computers and peripheral equipment",3,532
"1903","Source",3610,"Computers and peripheral equipment, unspecified",4,533
"1904","Source",3611,"Computer monitors",4,534
"1905","Source",3612,"Computers--CPUs",4,535
"1906","Source",3613,"Keyboards--computer",4,536
"1907","Source",3614,"Optical scanners",4,537
"1908","Source",3615,"Printers and plotters--computer",4,538
"1909","Source",3616,"Computer mice, laptop trackpads",4,539
"1910","Source",3618,"Multiple computer and peripheral equipment",4,540
"1911","Source",3619,"Computers and peripheral equipment, n.e.c.",4,541
"1912","Source",362,"Office, banking, and retail machinery",3,542
"1913","Source",3620,"Office, banking, and retail machinery, unspecified",4,543
"1914","Source",3621,"Automated teller machines",4,544
"1915","Source",3622,"Calculating machines and cash registers",4,545
"1916","Source",3623,"FAX machines",4,546
"1917","Source",3624,"Mailing and metering machines",4,547
"1918","Source",3625,"Photocopiers",4,548
"1919","Source",3626,"Typewriters and word processing equipment",4,549
"1920","Source",3627,"Shredders",4,550
"1921","Source",3629,"Office, banking, and retail machinery, n.e.c.",4,551
"1922","Source",369,"Office and business machinery, n.e.c.",3,552
"1923","Source",37,"Special process machinery",2,553
"1924","Source",370,"Special process machinery, unspecified",3,554
"1925","Source",371,"Food and beverage processing machinery--specialized",3,555
"1926","Source",3710,"Food and beverage processing machinery--specialized, unspecified",4,556
"1927","Source",3711,"Food slicers",4,557
"1928","Source",3712,"Juice, oil, and fat extractors",4,558
"1929","Source",3713,"Meat grinders",4,559
"1930","Source",3714,"Mixers, blenders, whippers--food and beverage",4,560
"1931","Source",3715,"Butchering machinery",4,561
"1932","Source",3716,"Dairy and milk processing machinery--specialized",4,562
"1933","Source",3719,"Food and beverage processing machinery--specialized, n.e.c.",4,563
"1934","Source",372,"Medical, surgical, x-ray machinery and equipment",3,564
